gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,TenureBucket,MonthlyChargesBucket,churn_probability,risk_bucket,risk_decile,recommended_action
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,0,70.825,0-6,51-75,0.838682198613364,High,10,Target retention offer
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,0,106.66180555555555,61+,100+,0.07955345794282889,Low,2,No action
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,92.328125,25-36,76-100,0.6841544390168317,Medium,8,Watchlist / proactive support
Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,1006.9,0,25.1725,37-48,26-50,0.028547938780237064,Low,1,No action
Female,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1,0,43.79482758620689,49-60,26-50,0.16054359405629248,Low,4,No action
Male,0,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,0,46.22686567164179,61+,26-50,0.04096193169660916,Low,2,No action
Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,1,74.65392156862745,49-60,76-100,0.5771517675204949,Medium,7,Watchlist / proactive support
Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,2484.0,0,80.12903225806451,25-36,76-100,0.36132914015392975,Low,5,No action
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,0,83.85,61+,76-100,0.33178055045267396,Low,5,No action
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,0,81.8484375,25-36,76-100,0.530845705302481,Medium,7,Watchlist / proactive support
Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.05,1524.85,0,72.61190476190475,13-24,51-75,0.0743778301609919,Low,2,No action
Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,0,53.666346153846156,49-60,51-75,0.09647893401340307,Low,3,No action
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,0,24.78472222222222,61+,0-25,0.007712798516961882,Low,1,No action
Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,1,54.68680555555555,61+,51-75,0.11083668103124919,Low,3,No action
Male,0,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),44.25,2276.1,0,43.771153846153844,49-60,26-50,0.09999063511316296,Low,3,No action
Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,0,49.4890243902439,37-48,51-75,0.09714995702330002,Low,3,No action
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,0,19.569512195121952,37-48,0-25,0.02703133839685584,Low,1,No action
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,1,69.73333333333333,0-6,51-75,0.789923344576664,High,9,Target retention offer
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,0,69.45149253731343,61+,51-75,0.04220252044605343,Low,2,No action
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,0,17.24375,13-24,0-25,0.21189900446392862,Low,4,No action
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,0,20.20294117647059,13-24,0-25,0.07276900518515665,Low,2,No action
Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2130.45,0,60.87,25-36,51-75,0.19771114697934442,Low,4,No action
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,0,20.54137931034483,49-60,0-25,0.0100035355160774,Low,1,No action
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,1,50.5,0-6,51-75,0.7327596166153094,High,8,Target retention offer
Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,0,49.11538461538461,49-60,51-75,0.04985780785964883,Low,2,No action
Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,0,79.84928571428571,61+,76-100,0.027838305156476693,Low,1,No action
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9,467.7,0,24.61578947368421,13-24,0-25,0.0867851741831945,Low,3,No action
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,1,74.4,0-6,51-75,0.9045184849187835,High,10,Target retention offer
Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,0,107.32714285714285,25-36,100+,0.5943000818404087,Medium,7,Watchlist / proactive support
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3334.9,0,104.215625,25-36,100+,0.8420474903469806,High,10,Target retention offer
Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5,0,54.14705882352941,13-24,51-75,0.2835376146697482,Low,5,No action
Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,0,51.22014925373134,61+,51-75,0.04013754217972024,Low,2,No action
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,0,16.705555555555556,7-12,0-25,0.29743575563710417,Low,5,No action
Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,1,83.47419354838709,25-36,76-100,0.2858584525368243,Low,5,No action
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,0,91.9875,0-6,76-100,0.8093721413738716,High,9,Target retention offer
Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,0,88.375,49-60,76-100,0.16224637847875814,Low,4,No action
Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,0,80.01833333333335,49-60,76-100,0.08020032924081646,Low,2,No action
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,1,107.2344827586207,49-60,100+,0.5127988495498023,Medium,6,Watchlist / proactive support
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,19.55,0-6,0-25,0.3933383084012056,Low,6,No action
Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,0,20.374074074074073,25-36,0-25,0.03822469437445234,Low,2,No action
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,0,119.125,61+,100+,0.33994601869662483,Low,5,No action
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,0,82.81333333333333,13-24,76-100,0.7537460222229949,High,8,Target retention offer
Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,1,103.63936170212766,37-48,100+,0.8219539137321954,High,9,Target retention offer
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,0,77.82073170731708,37-48,76-100,0.49704412812789567,Medium,6,Watchlist / proactive support
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,0,45.19915254237288,49-60,26-50,0.48649750548466103,Medium,6,Watchlist / proactive support
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,0,70.672,49-60,51-75,0.10360683740430666,Low,3,No action
Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,0,46.59705882352941,13-24,26-50,0.2854186192114556,Low,5,No action
Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,0,49.275,0-6,26-50,0.5671101170531686,Medium,7,Watchlist / proactive support
Male,1,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,0,28.61470588235294,49-60,26-50,0.3073841806445418,Low,5,No action
Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,1,99.95795454545454,37-48,100+,0.5856339048922127,Medium,7,Watchlist / proactive support
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,0,87.71326530612245,49-60,76-100,0.5409249625750513,Medium,7,Watchlist / proactive support
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,83.65,0-6,76-100,0.8541313945740902,High,10,Target retention offer
Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,0,69.43898305084745,49-60,51-75,0.10706310903032493,Low,3,No action
Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,0,69.092,49-60,51-75,0.2914848098884196,Low,5,No action
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,0,21.796610169491526,49-60,0-25,0.010252346015790698,Low,1,No action
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,0,77.05555555555556,13-24,51-75,0.7115834901727539,High,8,Target retention offer
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,0,78.63,7-12,76-100,0.8140952362632682,High,9,Target retention offer
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,0,45.80357142857143,13-24,26-50,0.3894146626770834,Low,5,No action
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,0,20.155714285714286,25-36,0-25,0.03208168888698441,Low,1,No action
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,0,43.1875,7-12,26-50,0.389432952827673,Low,5,No action
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,0,19.216666666666665,13-24,0-25,0.1036016479624953,Low,3,No action
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,0,96.86333333333333,49-60,76-100,0.17903704953491276,Low,4,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,1,94.4,0-6,76-100,0.8710518543227551,High,10,Target retention offer
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,0,20.741666666666667,0-6,0-25,0.10696038275093535,Low,3,No action
Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,0,72.39999999999999,13-24,76-100,0.35094669947418616,Low,5,No action
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,0,65.87830188679246,49-60,51-75,0.04761834657090661,Low,2,No action
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,0,110.00972222222222,61+,100+,0.19445511278192396,Low,4,No action
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,0,110.67833333333333,49-60,100+,0.21821301133207296,Low,4,No action
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,1,55.0,0-6,51-75,0.7010829377538325,High,8,Target retention offer
Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,0,55.23846153846154,13-24,51-75,0.3397124395069628,Low,5,No action
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,0,64.08,0-6,51-75,0.6756707813917365,Medium,8,Watchlist / proactive support
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,101.45,0-6,100+,0.9218874191364601,High,10,Target retention offer
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,0,102.65,13-24,76-100,0.7980623517001524,High,9,Target retention offer
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,0,90.77432432432433,37-48,76-100,0.20494675124647962,Low,4,No action
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,0,74.4375,61+,51-75,0.3059787128117388,Low,5,No action
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,1,70.06,0-6,51-75,0.5717403163714349,Medium,7,Watchlist / proactive support
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,0,93.49180327868852,61+,76-100,0.16097818155825552,Low,4,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,1,69.5,0-6,51-75,0.8613010516607068,High,10,Target retention offer
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,1,18.85,0-6,0-25,0.47951469087869925,Medium,6,Watchlist / proactive support
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,0,20.213461538461537,25-36,0-25,0.09858183776510854,Low,3,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,69.2,0-6,51-75,0.8620970514803182,High,10,Target retention offer
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,0,20.131249999999998,13-24,0-25,0.055463086765462806,Low,2,No action
Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,0,54.98823529411764,13-24,51-75,0.5133301674998967,Medium,6,Watchlist / proactive support
Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,0,30.25,25-36,26-50,0.4836319043410942,Medium,6,Watchlist / proactive support
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,69.65,0-6,51-75,0.8647043716383818,High,10,Target retention offer
Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,1,102.1575,37-48,100+,0.7186667213618256,High,8,Target retention offer
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,0,103.16923076923078,49-60,100+,0.7522028338552943,High,8,Target retention offer
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,1,82.3,0-6,76-100,0.8253438857932005,High,9,Target retention offer
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0,20.3,0-6,0-25,0.38936087273225856,Low,5,No action
Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,0,36.68571428571428,13-24,26-50,0.10618120682218685,Low,3,No action
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,0,101.7455223880597,61+,100+,0.3806190616730457,Low,5,No action
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,0,54.98977272727273,37-48,51-75,0.09793430268766992,Low,3,No action
Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,0,59.12428571428571,61+,51-75,0.10459747777047666,Low,3,No action
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,1,89.2,0-6,76-100,0.8447116273253484,High,10,Target retention offer
Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,0,61.740178571428565,49-60,51-75,0.03035726953662684,Low,1,No action
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,1,85.78461538461539,13-24,76-100,0.8769443176567178,High,10,Target retention offer
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,1,93.71724137931035,49-60,76-100,0.40174986416931197,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,1,99.67380952380952,37-48,76-100,0.7812003939806133,High,9,Target retention offer
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,1,25.05,0-6,26-50,0.8056659687143645,High,9,Target retention offer
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,0,100.65652173913043,37-48,76-100,0.11825902676359176,Low,3,No action
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,0,51.13095238095238,61+,51-75,0.02471622285356061,Low,1,No action
Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,0,62.59090909090909,7-12,51-75,0.537009816929254,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,0,57.806666666666665,13-24,51-75,0.454101887999759,Medium,6,Watchlist / proactive support
Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,0,65.91736111111112,61+,51-75,0.06442859473069,Low,2,No action
Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,1,24.58103448275862,25-36,26-50,0.4995581558102584,Medium,6,Watchlist / proactive support
Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,1,48.95,0-6,26-50,0.6171890993907877,Medium,7,Watchlist / proactive support
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,0,59.18333333333334,0-6,51-75,0.6321481526669086,Medium,7,Watchlist / proactive support
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1,45.3,0-6,26-50,0.6736891344635817,Medium,8,Watchlist / proactive support
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,0,91.5031746031746,61+,76-100,0.3774068447433449,Low,5,No action
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,83.65,0-6,76-100,0.8805131367642992,High,10,Target retention offer
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,0,23.802777777777777,13-24,26-50,0.06890596050778539,Low,2,No action
Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,0,35.00813953488372,37-48,26-50,0.17390096191458945,Low,4,No action
Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,0,46.230000000000004,13-24,26-50,0.2005215665792883,Low,4,No action
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,1,93.03999999999999,7-12,76-100,0.8499952846194574,High,10,Target retention offer
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,0,21.417272727272728,49-60,0-25,0.01245887203636002,Low,1,No action
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,1,103.46224489795918,49-60,100+,0.40775531928359915,Medium,6,Watchlist / proactive support
Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,1,54.041666666666664,0-6,51-75,0.5286379134695438,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,0,20.83,61+,0-25,0.006308503791780981,Low,1,No action
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,1,78.2,0-6,51-75,0.8654039148635507,High,10,Target retention offer
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,0,36.490476190476194,61+,26-50,0.05150777725197949,Low,2,No action
Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,0,67.186,25-36,51-75,0.3936849988619866,Low,6,No action
Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,0,20.533333333333335,13-24,0-25,0.13844217971898412,Low,3,No action
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,0,107.07142857142857,25-36,100+,0.8222986225830453,High,9,Target retention offer
Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,0,98.23679245283019,49-60,76-100,0.23223928943311833,Low,4,No action
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,1,103.60285714285715,25-36,100+,0.5187023658711345,Medium,7,Watchlist / proactive support
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,24.4,0-6,0-25,0.7145688394505708,High,8,Target retention offer
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,1,113.84071428571428,61+,100+,0.18646348991314607,Low,4,No action
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,1,76.225,0-6,76-100,0.8047723839339185,High,9,Target retention offer
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,0,75.36538461538461,25-36,51-75,0.5689098145814538,Medium,7,Watchlist / proactive support
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,0,60.38382352941177,25-36,51-75,0.18633829216207504,Low,4,No action
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,0,20.976315789473684,13-24,0-25,0.05125332559524948,Low,2,No action
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1,75.39,13-24,76-100,0.7829649311055017,High,9,Target retention offer
